time,累计流量(立方米),化学需氧量(毫克/升)监测值,化学需氧量排放量（千克）,氨氮(毫克/升)监测值,氨氮排放量(千克),总氮(毫克/升)监测值,总氮排放量(千克),总磷(毫克/升)监测值,总磷排放量(千克),累计流量(立方米).1,pH监测最小值,pH监测平均值,pH监测最大值,化学需氧量(毫克/升)监测值.1,化学需氧量排放量（千克）.1,氨氮(毫克/升)监测值.1,氨氮排放量（千克）,总氮(毫克/升)监测值.1,总氮排放量（千克）,总磷(毫克/升)监测值.1,总磷排放量（千克）,水温(摄氏度)监测最小值,水温(摄氏度)监测平均值,水温(摄氏度)监测最大值,anomaly
2024-02-16 18,748.137,283,211.723,10.7,8.005,36.214,27.093,2.59,1.938,843.427,7.112,7.112,7.112,10,8.434,0.44,0.371,6.793,5.729,0.15,0.127,21.037,21.037,21.037,
2024-02-16 17,888.325,339,301.142,10.74,9.541,36.536,32.456,2.63,2.336,878.262,7.058,7.058,7.058,11,9.661,0.46,0.404,6.923,6.08,0.14,0.123,21.107,21.107,21.107,
2024-02-16 16,954.112,339,323.444,10.74,10.247,36.536,34.859,2.63,2.509,874.404,7.061,7.061,7.061,11,9.618,0.46,0.402,6.923,6.053,0.14,0.122,21.135,21.135,21.135,
2024-02-16 15,1012.782,221,223.825,9.5,9.621,37.107,37.581,3.04,3.079,931.526,7.03,7.03,7.03,12,11.178,0.74,0.689,6.932,6.457,0.15,0.14,21.094,21.094,21.094,
2024-02-16 14,1040.126,221,229.868,9.5,9.881,37.107,38.596,3.04,3.162,979.384,7.044,7.044,7.044,12,11.753,0.74,0.725,6.932,6.789,0.15,0.147,21.028,21.028,21.028,
2024-02-16 13,1063.739,239,254.234,10.76,11.446,36.978,39.335,2.72,2.893,1049.292,7.028,7.028,7.028,8,8.394,0.57,0.598,6.875,7.214,0.14,0.147,20.927,20.927,20.927,
2024-02-16 12,974.868,239,232.993,10.76,10.49,36.978,36.049,2.72,2.652,1036.755,7.026,7.026,7.026,8,8.294,0.57,0.591,6.875,7.128,0.14,0.145,20.779,20.779,20.779,
2024-02-16 11,807.962,263,212.494,11.62,9.389,36.631,29.596,3.4,2.747,879.049,7.06,7.06,7.06,12,10.549,0.47,0.413,6.869,6.038,0.15,0.132,20.653,20.653,20.653,
2024-02-16 10,623.556,263,163.995,11.62,7.246,36.631,22.841,3.4,2.12,752.784,7.018,7.018,7.018,12,9.033,0.47,0.354,6.869,5.171,0.15,0.113,20.624,20.624,20.624,
2024-02-16 09,961.52,212,203.842,9.43,9.067,37.347,35.91,3.14,3.019,927.35,7.074,7.074,7.074,12,11.128,0.56,0.519,6.952,6.447,0.17,0.158,20.515,20.515,20.515,
2024-02-16 08,980.239,212,207.811,9.43,9.244,37.347,36.609,3.14,3.078,957.131,7.073,7.073,7.073,12,11.486,0.56,0.536,6.952,6.654,0.17,0.163,20.525,20.525,20.525,
2024-02-16 07,991.656,230,228.081,14.07,13.953,37.417,37.105,3.93,3.897,948.495,7.058,7.058,7.058,10,9.485,0.53,0.503,7.164,6.795,0.15,0.142,20.517,20.517,20.517,
2024-02-16 06,987.742,230,227.181,14.07,13.898,37.417,36.958,3.93,3.882,946.255,7.053,7.053,7.053,10,9.463,0.53,0.502,7.164,6.779,0.15,0.142,20.56,20.56,20.56,
2024-02-16 05,981.093,250,245.273,14.61,14.334,37.774,37.06,3.85,3.777,925.588,7.048,7.048,7.048,10,9.256,0.51,0.472,7.145,6.613,0.14,0.13,20.555,20.555,20.555,
2024-02-16 04,976.719,250,244.18,14.61,14.27,37.774,36.895,3.85,3.76,908.039,7.041,7.041,7.041,10,9.08,0.51,0.463,7.145,6.488,0.14,0.127,20.549,20.549,20.549,
2024-02-16 03,966.116,420,405.769,14.03,13.555,39.362,38.028,3.9,3.768,882.727,7.018,7.018,7.018,12,10.593,0.56,0.494,6.894,6.086,0.17,0.15,20.592,20.592,20.592,
2024-02-16 02,966.823,420,406.066,14.03,13.565,39.362,38.056,3.9,3.771,989.203,6.956,6.956,6.956,12,11.87,0.56,0.554,6.894,6.82,0.17,0.168,20.662,20.662,20.662,
2024-02-16 01,969.007,234,226.748,13.68,13.256,41.012,39.741,3.74,3.624,1039.568,6.909,6.909,6.909,14,14.554,0.46,0.478,6.821,7.091,0.16,0.166,20.699,20.699,20.699,
2024-02-16 00,764.19,234,178.82,13.68,10.454,41.012,31.341,3.74,2.858,277.298,6.916,6.916,6.916,14,3.882,0.46,0.128,6.821,1.891,0.16,0.044,20.732,20.732,20.732,
2024-02-15 23,401.615,416,167.072,12.81,5.145,46.267,18.582,3.65,1.466,726.693,7.035,7.035,7.035,8,5.814,0.57,0.414,6.899,5.013,0.14,0.102,20.726,20.726,20.726,
2024-02-15 22,951.623,416,395.875,12.81,12.19,46.267,44.029,3.65,3.473,943.684,6.979,6.979,6.979,8,7.549,0.57,0.538,6.899,6.51,0.14,0.132,20.766,20.766,20.766,
2024-02-15 21,947.963,240,227.511,12.31,11.669,36.736,34.824,4.46,4.228,952.925,6.971,6.971,6.971,12,11.435,0.54,0.515,6.975,6.647,0.16,0.152,20.796,20.796,20.796,
2024-02-15 20,952.326,240,228.558,12.31,11.723,36.736,34.985,4.46,4.247,929.718,7.01,7.01,7.01,12,11.157,0.54,0.502,6.975,6.485,0.16,0.149,20.836,20.836,20.836,
2024-02-15 19,957.598,272,260.467,13.15,12.592,36.579,35.028,3.41,3.265,990.563,7.013,7.013,7.013,8,7.925,0.55,0.545,6.785,6.721,0.15,0.149,20.865,20.865,20.865,
2024-02-15 18,957.533,272,260.449,13.15,12.592,36.579,35.026,3.41,3.265,922.16,7.039,7.039,7.039,8,7.377,0.55,0.507,6.785,6.257,0.15,0.138,20.9,20.9,20.9,
2024-02-15 17,954.973,277,264.528,13.22,12.625,37.579,35.887,2.84,2.712,840.257,7.041,7.041,7.041,10,8.403,0.5,0.42,6.808,5.72,0.16,0.134,20.963,20.963,20.963,
2024-02-15 16,939.832,277,260.333,13.22,12.425,37.579,35.318,2.84,2.669,809.801,7.085,7.085,7.085,10,8.098,0.5,0.405,6.808,5.513,0.16,0.13,20.964,20.964,20.964,
2024-02-15 15,907.717,226,205.144,12.13,11.011,44.957,40.808,3.03,2.75,768.151,7.067,7.067,7.067,9,6.913,0.49,0.376,6.755,5.189,0.14,0.108,20.963,20.963,20.963,
2024-02-15 14,896.735,226,202.662,12.13,10.877,44.957,40.315,3.03,2.717,794.934,7.085,7.085,7.085,9,7.154,0.49,0.39,6.755,5.37,0.14,0.111,20.857,20.857,20.857,
2024-02-15 13,905.469,229,207.352,12.76,11.554,40.596,36.758,2.72,2.463,797.277,7.1,7.1,7.1,12,9.567,0.52,0.415,6.708,5.348,0.13,0.104,20.718,20.718,20.718,
2024-02-15 12,891.209,229,204.087,12.76,11.372,40.596,36.18,2.72,2.424,848.276,7.093,7.093,7.093,12,10.179,0.52,0.441,6.708,5.69,0.13,0.11,20.618,20.618,20.618,
2024-02-15 11,721.603,254,183.287,14.67,10.586,42.491,30.662,3.33,2.403,767.462,7.117,7.117,7.117,11,8.442,0.53,0.407,6.505,4.992,0.12,0.092,20.543,20.543,20.543,
2024-02-15 10,528.909,254,134.343,14.67,7.759,42.491,22.474,3.33,1.761,663.72,7.086,7.086,7.086,11,7.301,0.53,0.352,6.505,4.317,0.12,0.08,20.544,20.544,20.544,
2024-02-15 09,969.839,236,228.882,15.86,15.382,37.652,36.516,4.46,4.325,964.478,7.053,7.053,7.053,14,13.503,0.44,0.424,6.485,6.255,0.13,0.125,20.48,20.48,20.48,
2024-02-15 08,984.789,236,232.41,15.86,15.619,37.652,37.079,4.46,4.392,974.168,7.052,7.052,7.052,14,13.638,0.44,0.429,6.485,6.317,0.13,0.127,20.479,20.479,20.479,
2024-02-15 07,984.896,245,241.3,16.81,16.556,35.72,35.18,4.15,4.087,956.89,7.035,7.035,7.035,11,10.526,0.47,0.45,6.322,6.049,0.15,0.144,20.508,20.508,20.508,
2024-02-15 06,978.793,245,239.804,16.81,16.454,35.72,34.962,4.15,4.062,957.017,7.06,7.06,7.06,11,10.527,0.47,0.45,6.322,6.05,0.15,0.144,20.506,20.506,20.506,
2024-02-15 05,960.546,430,413.035,15.9,15.273,36.274,34.843,3.15,3.026,933.605,7.076,7.076,7.076,11,10.27,0.44,0.411,5.921,5.528,0.13,0.121,20.512,20.512,20.512,
2024-02-15 04,940.36,430,404.355,15.9,14.952,36.274,34.111,3.15,2.962,900.39,7.036,7.036,7.036,11,9.904,0.44,0.396,5.921,5.331,0.13,0.117,20.505,20.505,20.505,
2024-02-15 03,914.203,233,213.009,15.73,14.38,35.637,32.579,3.27,2.989,946.953,7.035,7.035,7.035,12,11.363,0.49,0.464,5.765,5.459,0.15,0.142,20.511,20.511,20.511,
2024-02-15 02,954.522,233,222.404,15.73,15.015,35.637,34.016,3.27,3.121,1032.512,7.009,7.009,7.009,12,12.39,0.49,0.506,5.765,5.952,0.15,0.155,20.476,20.476,20.476,
2024-02-15 01,937.601,432,405.044,14.43,13.53,34.932,32.752,4.39,4.116,936.625,7.016,7.016,7.016,11,10.303,0.44,0.412,5.469,5.122,0.14,0.131,20.473,20.473,20.473,
2024-02-15 00,809.929,432,349.889,14.43,11.687,34.932,28.292,4.39,3.556,235.099,7.029,7.029,7.029,11,2.586,0.44,0.103,5.469,1.286,0.14,0.033,20.509,20.509,20.509,
2024-02-14 23,429.793,243,104.44,13.04,5.605,35.485,15.251,4.1,1.762,763.783,7.131,7.131,7.131,12,9.165,0.37,0.283,5.322,4.065,0.17,0.13,20.581,20.581,20.581,
2024-02-14 22,806.311,243,195.934,13.04,10.514,35.485,28.612,4.1,3.306,954.045,7.062,7.062,7.062,12,11.449,0.37,0.353,5.322,5.077,0.17,0.162,20.689,20.689,20.689,
2024-02-14 21,793.278,423,335.557,10.78,8.552,35.599,28.24,3.8,3.014,951.236,7.035,7.035,7.035,11,10.464,0.46,0.438,5.337,5.077,0.15,0.143,20.866,20.866,20.866,
2024-02-14 20,807.421,423,341.539,10.78,8.704,35.599,28.743,3.8,3.068,939.59,7.072,7.072,7.072,11,10.335,0.46,0.432,5.337,5.015,0.15,0.141,20.975,20.975,20.975,
2024-02-14 19,848.16,285,241.726,10.02,8.499,35.481,30.094,3.66,3.104,999.628,7.067,7.067,7.067,13,12.995,0.44,0.44,5.343,5.341,0.14,0.14,21.082,21.082,21.082,
2024-02-14 18,884.34,285,252.037,10.02,8.861,35.481,31.377,3.66,3.237,1037.548,7.021,7.021,7.021,13,13.488,0.44,0.457,5.343,5.544,0.14,0.145,21.187,21.187,21.187,
2024-02-14 17,923.674,307,283.568,9.62,8.886,35.146,32.463,2.85,2.632,1046.434,7.036,7.036,7.036,12,12.557,0.48,0.502,5.294,5.54,0.16,0.167,21.283,21.283,21.283,
2024-02-14 16,962.602,307,295.519,9.62,9.26,35.146,33.832,2.85,2.743,740.891,7.102,7.102,7.102,12,8.891,0.48,0.356,5.294,3.922,0.16,0.119,21.069,21.069,21.069,
2024-02-14 15,819.547,271,222.097,9.53,7.81,35.628,29.199,3.24,2.655,31.401,7.097,7.097,7.097,11,0.345,0.36,0.011,5.439,0.171,0.15,0.005,21.806,21.806,21.806,
2024-02-14 14,71.311,271,19.325,9.53,0.68,35.628,2.541,3.24,0.231,7.178,7.156,7.156,7.156,11,0.079,0.36,0.003,5.439,0.039,0.15,0.001,21.024,21.024,21.024,
2024-02-14 13,70.822,234,16.572,8.39,0.594,36.541,2.588,2.78,0.197,6.944,7.121,7.121,7.121,12,0.083,0.57,0.004,5.509,0.038,0.14,0.001,20.955,20.955,20.955,
2024-02-14 12,70.619,234,16.525,8.39,0.592,36.541,2.58,2.78,0.196,6.535,7.095,7.095,7.095,12,0.078,0.57,0.004,5.509,0.036,0.14,0.001,20.891,20.891,20.891,
2024-02-14 11,118.789,246,29.222,9.68,1.15,35.598,4.229,3.35,0.398,376.278,7.153,7.153,7.153,11,4.139,0.48,0.181,5.541,2.085,0.13,0.049,20.789,20.789,20.789,
2024-02-14 10,902.139,246,221.926,9.68,8.733,35.598,32.114,3.35,3.022,766.871,7.154,7.154,7.154,11,8.436,0.48,0.368,5.541,4.249,0.13,0.1,20.757,20.757,20.757,
2024-02-14 09,922.035,228,210.224,10.34,9.534,35.594,32.819,3.87,3.568,824.489,7.154,7.154,7.154,11,9.069,0.47,0.388,5.481,4.519,0.12,0.099,20.686,20.686,20.686,
2024-02-14 08,947.341,228,215.994,10.34,9.796,35.594,33.72,3.87,3.666,901.752,7.145,7.145,7.145,11,9.919,0.47,0.424,5.481,4.943,0.12,0.108,20.692,20.692,20.692,
2024-02-14 07,984.453,231,227.409,9.43,9.283,34.684,34.145,2.96,2.914,944.597,7.115,7.115,7.115,11,10.391,0.52,0.491,5.499,5.194,0.14,0.132,20.726,20.726,20.726,
2024-02-14 06,964.119,231,222.712,9.43,9.092,34.684,33.44,2.96,2.854,966.859,7.111,7.111,7.111,11,10.635,0.52,0.503,5.499,5.317,0.14,0.135,20.728,20.728,20.728,
2024-02-14 05,974.222,250,243.555,9.93,9.674,34.747,33.851,4.62,4.501,974.883,7.112,7.112,7.112,12,11.699,0.47,0.458,5.268,5.136,0.13,0.127,20.726,20.726,20.726,
2024-02-14 04,980.256,250,245.064,9.93,9.734,34.747,34.061,4.62,4.529,979.329,7.137,7.137,7.137,12,11.752,0.47,0.46,5.268,5.159,0.13,0.127,20.729,20.729,20.729,
2024-02-14 03,973.867,242,235.676,9.48,9.232,35.03,34.115,3.74,3.642,971.039,7.106,7.106,7.106,12,11.652,0.44,0.427,4.999,4.854,0.15,0.146,20.72,20.72,20.72,
2024-02-14 02,966.603,242,233.918,9.48,9.163,35.03,33.86,3.74,3.615,963.04,7.111,7.111,7.111,12,11.556,0.44,0.424,4.999,4.814,0.15,0.144,20.686,20.686,20.686,
2024-02-14 01,936.971,240,224.873,8.75,8.198,34.502,32.327,3.88,3.635,946.996,7.106,7.106,7.106,10,9.47,0.49,0.464,4.888,4.629,0.17,0.161,20.656,20.656,20.656,
2024-02-14 00,648.716,240,155.692,8.75,5.676,34.502,22.382,3.88,2.517,356.365,7.106,7.106,7.106,10,3.564,0.49,0.175,4.888,1.742,0.17,0.061,20.685,20.685,20.685,
2024-02-13 23,438.495,270,118.394,7.61,3.337,35.088,15.386,3.93,1.723,742.739,7.214,7.214,7.214,11,8.17,0.5,0.371,5.188,3.853,0.16,0.119,20.679,20.679,20.679,
2024-02-13 22,869.692,270,234.817,7.61,6.618,35.088,30.516,3.93,3.418,602.336,7.064,7.064,7.064,11,6.626,0.5,0.301,5.188,3.125,0.16,0.096,20.757,20.757,20.757,
2024-02-13 21,191.855,233,44.702,7.62,1.462,35.2,6.753,2.71,0.52,485.024,7.162,7.162,7.162,9,4.365,0.54,0.262,5.213,2.528,0.15,0.073,20.827,20.827,20.827,
2024-02-13 20,884.977,233,206.2,7.62,6.744,35.2,31.151,2.71,2.398,863.136,7.065,7.065,7.065,9,7.768,0.54,0.466,5.213,4.5,0.15,0.129,20.86,20.86,20.86,
2024-02-13 19,883.554,416,367.558,6.92,6.114,35.426,31.301,2.86,2.527,795.313,7.088,7.088,7.088,11,8.748,0.48,0.382,5.254,4.179,0.12,0.095,20.932,20.932,20.932,
2024-02-13 18,888.775,416,369.73,6.92,6.15,35.426,31.486,2.86,2.542,879.894,7.069,7.069,7.069,11,9.679,0.48,0.422,5.254,4.623,0.12,0.106,20.963,20.963,20.963,
2024-02-13 17,935.632,255,238.586,7.04,6.587,35.852,33.544,2.47,2.311,931.992,7.07,7.07,7.07,14,13.048,0.51,0.475,5.408,5.04,0.13,0.121,20.984,20.984,20.984,
2024-02-13 16,962.508,255,245.44,7.04,6.776,35.852,34.508,2.47,2.377,945.72,7.055,7.055,7.055,14,13.24,0.51,0.482,5.408,5.114,0.13,0.123,20.981,20.981,20.981,
2024-02-13 15,965.774,238,229.854,6.17,5.959,35.444,34.231,2.77,2.675,926.416,7.066,7.066,7.066,10,9.264,0.49,0.454,5.471,5.068,0.14,0.13,20.944,20.944,20.944,
2024-02-13 14,958.516,238,228.127,6.17,5.914,35.444,33.974,2.77,2.655,936.275,7.051,7.051,7.051,10,9.363,0.49,0.459,5.471,5.122,0.14,0.131,20.839,20.839,20.839,
2024-02-13 13,938.811,233,218.743,6.8,6.384,36.025,33.821,2.74,2.572,860.032,7.069,7.069,7.069,10,8.6,0.56,0.482,5.183,4.458,0.12,0.103,20.699,20.699,20.699,
2024-02-13 12,938.551,233,218.682,6.8,6.382,36.025,33.811,2.74,2.572,865.961,7.073,7.073,7.073,10,8.66,0.56,0.485,5.183,4.488,0.12,0.104,20.535,20.535,20.535,
2024-02-13 11,934.357,230,214.902,7.13,6.662,36.719,34.309,3.39,3.167,935.516,7.075,7.075,7.075,8,7.484,0.5,0.468,4.896,4.58,0.13,0.122,20.363,20.363,20.363,
2024-02-13 10,712.165,230,163.798,7.13,5.078,36.719,26.15,3.39,2.414,713.183,7.083,7.083,7.083,8,5.705,0.5,0.357,4.896,3.492,0.13,0.093,20.226,20.226,20.226,
2024-02-13 09,929.935,232,215.745,7.94,7.384,35.622,33.126,3.63,3.376,902.191,7.11,7.11,7.11,11,9.924,0.57,0.514,4.899,4.42,0.12,0.108,20.084,20.084,20.084,
2024-02-13 08,920.2,232,213.486,7.94,7.306,35.622,32.779,3.63,3.34,900.786,7.126,7.126,7.126,11,9.909,0.57,0.513,4.899,4.413,0.12,0.108,20.042,20.042,20.042,
2024-02-13 07,914.529,236,215.829,7.24,6.621,35.411,32.384,3.6,3.292,896.114,7.127,7.127,7.127,12,10.753,0.59,0.529,4.777,4.281,0.15,0.134,20.049,20.049,20.049,
2024-02-13 06,910.141,236,214.793,7.24,6.589,35.411,32.229,3.6,3.277,893.315,7.126,7.126,7.126,12,10.72,0.59,0.527,4.777,4.267,0.15,0.134,20.081,20.081,20.081,
2024-02-13 05,914.38,257,234.996,7.46,6.821,35.419,32.386,3.37,3.081,898.795,7.127,7.127,7.127,11,9.887,0.51,0.458,4.707,4.231,0.13,0.117,20.078,20.078,20.078,
2024-02-13 04,916.811,257,235.62,7.46,6.839,35.419,32.473,3.37,3.09,901.443,7.128,7.128,7.128,11,9.916,0.51,0.46,4.707,4.243,0.13,0.117,20.081,20.081,20.081,
2024-02-13 03,923.454,255,235.481,8.03,7.415,36.034,33.276,3.66,3.38,908.074,7.128,7.128,7.128,8,7.265,0.57,0.518,5.051,4.587,0.12,0.109,20.116,20.116,20.116,
2024-02-13 02,934.712,255,238.352,8.03,7.506,36.034,33.681,3.66,3.421,918.374,7.13,7.13,7.13,8,7.347,0.57,0.523,5.051,4.639,0.12,0.11,20.114,20.114,20.114,
2024-02-13 01,917.175,429,393.468,7.31,6.705,35.989,33.008,3.05,2.797,900.691,7.119,7.119,7.119,9,8.106,0.6,0.54,4.98,4.485,0.14,0.126,20.152,20.152,20.152,
2024-02-13 00,700.577,429,300.548,7.31,5.121,35.989,25.213,3.05,2.137,154.215,7.115,7.115,7.115,9,1.388,0.6,0.093,4.98,0.768,0.14,0.022,20.151,20.151,20.151,
2024-02-12 23,381.244,252,96.073,7.71,2.939,35.72,13.618,2.83,1.079,844.577,7.106,7.106,7.106,12,10.135,0.53,0.448,5.217,4.406,0.13,0.11,20.186,20.186,20.186,
2024-02-12 22,914.318,252,230.408,7.71,7.049,35.72,32.659,2.83,2.588,937.138,7.107,7.107,7.107,12,11.246,0.53,0.497,5.217,4.889,0.13,0.122,20.219,20.219,20.219,
2024-02-12 21,913.394,340,310.554,7.41,6.768,35.339,32.278,2.77,2.53,950.735,7.113,7.113,7.113,9,8.557,0.51,0.485,5.147,4.893,0.15,0.143,20.256,20.256,20.256,
2024-02-12 20,910.987,340,309.736,7.41,6.75,35.339,32.193,2.77,2.523,1046.798,7.098,7.098,7.098,9,9.421,0.51,0.534,5.147,5.388,0.15,0.157,20.322,20.322,20.322,
2024-02-12 19,932.65,241,224.769,7.91,7.377,36.054,33.626,2.64,2.462,927.756,7.116,7.116,7.116,12,11.133,0.53,0.492,5.208,4.832,0.14,0.13,20.358,20.358,20.358,
2024-02-12 18,849.48,241,204.725,7.91,6.719,36.054,30.627,2.64,2.243,746.794,7.142,7.142,7.142,12,8.962,0.53,0.396,5.208,3.889,0.14,0.105,20.384,20.384,20.384,
2024-02-12 17,870.854,238,207.263,7.63,6.645,35.989,31.341,2.62,2.282,772.119,7.121,7.121,7.121,11,8.493,0.55,0.425,5.26,4.061,0.16,0.124,20.413,20.413,20.413,
2024-02-12 16,907.291,238,215.935,7.63,6.923,35.989,32.652,2.62,2.377,758.509,7.157,7.157,7.157,11,8.344,0.55,0.417,5.26,3.99,0.16,0.121,20.406,20.406,20.406,
2024-02-12 15,909.57,240,218.297,7.31,6.649,35.784,32.548,2.52,2.292,761.83,7.059,7.059,7.059,7,5.333,0.52,0.396,5.279,4.022,0.14,0.107,20.332,20.332,20.332,
2024-02-12 14,909.065,240,218.176,7.31,6.645,35.784,32.53,2.52,2.291,830.184,7.103,7.103,7.103,7,5.811,0.52,0.432,5.279,4.383,0.14,0.116,20.193,20.193,20.193,
2024-02-12 13,909.165,278,252.748,7.88,7.164,36.259,32.965,2.56,2.327,915.054,7.122,7.122,7.122,9,8.235,0.55,0.503,5.365,4.909,0.15,0.137,20.062,20.062,20.062,
2024-02-12 12,906.292,278,251.949,7.88,7.142,36.259,32.861,2.56,2.32,952.015,7.129,7.129,7.129,9,8.568,0.55,0.524,5.365,5.108,0.15,0.143,19.887,19.887,19.887,
2024-02-12 11,905.16,248,224.48,8.31,7.522,36.691,33.211,2.97,2.688,877.537,7.128,7.128,7.128,12,10.53,0.56,0.491,5.384,4.725,0.13,0.114,19.679,19.679,19.679,
2024-02-12 10,899.682,248,223.121,8.31,7.476,36.691,33.01,2.97,2.672,867.681,7.138,7.138,7.138,12,10.412,0.56,0.486,5.384,4.672,0.13,0.113,19.507,19.507,19.507,
2024-02-12 09,892.478,233,207.947,9.33,8.327,37.004,33.025,3.02,2.695,846.088,7.156,7.156,7.156,9,7.615,0.53,0.448,5.424,4.589,0.12,0.102,19.475,19.475,19.475,
2024-02-12 08,876.386,233,204.198,9.33,8.177,37.004,32.43,3.02,2.647,840.633,7.17,7.17,7.17,9,7.566,0.53,0.446,5.424,4.56,0.12,0.101,19.473,19.473,19.473,
2024-02-12 07,870.462,445,387.356,9.04,7.869,43.679,38.021,3.33,2.899,839.457,7.146,7.146,7.146,10,8.395,0.53,0.445,5.533,4.645,0.13,0.109,19.481,19.481,19.481,
2024-02-12 06,878.294,445,390.841,9.04,7.94,43.679,38.363,3.33,2.925,852.503,7.14,7.14,7.14,10,8.525,0.53,0.452,5.533,4.717,0.13,0.111,19.547,19.547,19.547,
2024-02-12 05,896.11,255,228.508,9.54,8.549,78.159,70.039,3.07,2.751,877.95,7.141,7.141,7.141,7,6.146,0.62,0.544,5.611,4.926,0.12,0.105,19.583,19.583,19.583,
2024-02-12 04,923.658,255,235.533,9.54,8.812,78.159,72.192,3.07,2.836,903.268,7.128,7.128,7.128,7,6.323,0.62,0.56,5.611,5.068,0.12,0.108,19.586,19.586,19.586,
2024-02-12 03,948.137,215,203.849,9.54,9.045,43.654,41.39,3.69,3.499,930.319,7.123,7.123,7.123,10,9.303,0.52,0.484,5.454,5.074,0.13,0.121,19.621,19.621,19.621,
2024-02-12 02,958.164,215,206.005,9.54,9.141,43.654,41.828,3.69,3.536,932.309,7.142,7.142,7.142,10,9.323,0.52,0.485,5.454,5.085,0.13,0.121,19.62,19.62,19.62,
2024-02-12 01,950.615,254,241.456,9.7,9.221,37.04,35.211,3.89,3.698,929.622,7.127,7.127,7.127,10,9.296,0.54,0.502,5.378,5,0.12,0.112,19.617,19.617,19.617,
2024-02-12 00,575.737,254,146.237,9.7,5.585,37.04,21.325,3.89,2.24,285.152,7.129,7.129,7.129,10,2.852,0.54,0.154,5.378,1.534,0.12,0.034,19.617,19.617,19.617,
2024-02-11 23,323.702,269,87.076,9.52,3.082,37.089,12.006,3.14,1.016,635.885,7.162,7.162,7.162,10,6.359,0.46,0.293,5.357,3.406,0.17,0.108,19.646,19.646,19.646,
2024-02-11 22,860.991,269,231.607,9.52,8.197,37.089,31.933,3.14,2.704,950.652,7.162,7.162,7.162,10,9.507,0.46,0.437,5.357,5.093,0.17,0.162,19.611,19.611,19.611,
2024-02-11 21,857.788,236,202.438,8.08,6.931,36.294,31.133,3,2.573,868.452,7.159,7.159,7.159,8,6.948,0.49,0.426,5.589,4.854,0.15,0.13,19.65,19.65,19.65,
2024-02-11 20,854.309,236,201.617,8.08,6.903,36.294,31.006,3,2.563,796.614,7.189,7.189,7.189,8,6.373,0.49,0.39,5.589,4.452,0.15,0.119,19.719,19.719,19.719,
2024-02-11 19,846.455,237,200.61,8.8,7.449,36.254,30.687,2.67,2.26,802.493,7.191,7.191,7.191,7,5.617,0.49,0.393,5.564,4.465,0.14,0.112,19.821,19.821,19.821,
2024-02-11 18,881.177,237,208.839,8.8,7.754,36.254,31.946,2.67,2.353,828.827,7.201,7.201,7.201,7,5.802,0.49,0.406,5.564,4.612,0.14,0.116,19.85,19.85,19.85,
2024-02-11 17,936.885,414,387.87,9.07,8.498,36.344,34.05,3.24,3.036,841.607,7.19,7.19,7.19,9,7.574,0.54,0.454,5.52,4.646,0.13,0.109,19.919,19.919,19.919,
2024-02-11 16,908.419,414,376.085,9.07,8.239,36.344,33.016,3.24,2.943,799.502,7.188,7.188,7.188,9,7.196,0.54,0.432,5.52,4.413,0.13,0.104,19.946,19.946,19.946,
2024-02-11 15,947.06,231,218.771,8.27,7.832,36.57,34.634,2.95,2.794,902.69,7.179,7.179,7.179,12,10.832,0.58,0.524,5.236,4.726,0.12,0.108,19.878,19.878,19.878,
2024-02-11 14,995.628,231,229.99,8.27,8.234,36.57,36.41,2.95,2.937,965.523,7.13,7.13,7.13,12,11.586,0.58,0.56,5.236,5.055,0.12,0.116,19.806,19.806,19.806,
2024-02-11 13,991.715,246,243.962,9.25,9.173,36.234,35.934,3.05,3.025,974.321,7.108,7.108,7.108,8,7.795,0.62,0.604,5.214,5.08,0.16,0.156,19.707,19.707,19.707,
2024-02-11 12,962.103,246,236.677,9.25,8.899,36.234,34.861,3.05,2.934,957.545,7.072,7.072,7.072,8,7.66,0.62,0.594,5.214,4.993,0.16,0.153,19.537,19.537,19.537,
2024-02-11 11,674.38,287,193.547,10.5,7.081,37.881,25.546,3.38,2.279,842.629,7.076,7.076,7.076,13,10.954,0.5,0.421,4.917,4.143,0.14,0.118,19.395,19.395,19.395,
2024-02-11 10,759.133,287,217.871,10.5,7.971,37.881,28.757,3.38,2.566,811.559,7.014,7.014,7.014,13,10.55,0.5,0.406,4.917,3.99,0.14,0.114,19.366,19.366,19.366,
2024-02-11 09,968.327,230,222.715,10.5,10.167,37.471,36.284,3.71,3.592,970.819,7.077,7.077,7.077,14,13.591,0.58,0.563,5.213,5.061,0.13,0.126,19.217,19.217,19.217,
2024-02-11 08,1027.791,230,236.392,10.5,10.792,37.471,38.512,3.71,3.813,999.981,7.081,7.081,7.081,14,14,0.58,0.58,5.213,5.213,0.13,0.13,19.223,19.223,19.223,
2024-02-11 07,1011.737,241,243.829,11.31,11.443,36.229,36.654,3.86,3.905,972.814,7.109,7.109,7.109,10,9.728,0.89,0.866,5.431,5.283,0.14,0.136,19.223,19.223,19.223,
2024-02-11 06,999.773,241,240.945,11.31,11.307,36.229,36.221,3.86,3.859,969.062,7.094,7.094,7.094,10,9.691,0.89,0.862,5.431,5.263,0.14,0.136,19.27,19.27,19.27,
2024-02-11 05,983.83,243,239.071,11.13,10.95,37.225,36.623,3.48,3.424,955.49,7.072,7.072,7.072,8,7.644,0.59,0.564,5.258,5.024,0.15,0.143,19.301,19.301,19.301,
